region_id,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,tpe_ur_occ_pvte_dwg_Sh_Indi_M,tpe_ur_occ_pvte_dwg_Sh_Indi_F,tpe_ur_occ_pvte_dwg_Sh_Indi_P,tpe_ur_occ_pte_dw_Sh_No_Ind_M,tpe_ur_occ_pte_dw_Sh_No_Ind_F,tpe_ur_occ_pte_dw_Sh_No_Ind_P,t_ur_occ_pte_dw_Sh_In_st_nsM,t_ur_occ_pte_dw_Sh_In_st_nsF,t_ur_occ_pte_dw_Sh_In_st_nsP,tpe_ur_occ_pvte_dwg_Sh_TotM,tpe_ur_occ_pvte_dwg_Sh_TotF,tpe_ur_occ_pvte_dwg_Sh_TotP,t_ur_oc_p_dw_im_h_t_s_o_In_M,t_ur_oc_p_dw_im_h_t_s_o_In_F,t_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,t_ur_o_p_d_I_h_t_s_o_i_s_nsM,t_ur_o_p_d_I_h_t_s_o_i_s_nsF,t_ur_o_p_d_I_h_t_s_o_i_s_nsP,t_ur_o_p_d_I_h_t_s_o_TotM,t_ur_o_p_d_I_h_t_s_o_TotF,t_ur_o_p_d_I_h_t_s_o_TotP,ty_ur_oc_p_dw_Ot_p_dw_In_M,ty_ur_oc_p_dw_Ot_p_dw_In_F,ty_ur_oc_p_dw_Ot_p_dw_In_P,ty_ur_o_pr_d_Ot_pr_d_No_In_M,ty_ur_o_pr_d_Ot_pr_d_No_In_F,ty_ur_o_pr_d_Ot_pr_d_No_In_P,ty_ur_o_p_d_O_p_d_In_st_nsM,ty_ur_o_p_d_O_p_d_In_st_nsF,ty_ur_o_p_d_O_p_d_In_st_nsP,ty_ur_oc_pr_dw_Ot_pr_dw_TotM,ty_ur_oc_pr_dw_Ot_pr_dw_TotF,ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP,ty_ur_Non_pri_dw_Ind_M,ty_ur_Non_pri_dw_Ind_F,ty_ur_Non_pri_dw_Ind_P,ty_ur_Non_pri_dw_NonInd_M,ty_ur_Non_pri_dw_NonInd_F,ty_ur_Non_pri_dw_NonInd_P,ty_ur_Non_pri_dw_IndSt_nsM,ty_ur_Non_pri_dw_IndSt_nsF,ty_ur_Non_pri_dw_IndSt_nsP,tpe_ur_Non_pvte_dwg_TotM,tpe_ur_Non_pvte_dwg_TotF,tpe_ur_Non_pvte_dwg_TotP
IARE107010,7924,16249,74,72,146,8563,8165,16728,78,86,164,2118,2033,4151,17,29,46,2213,2148,4361,45,40,85,1206,1024,2230,14,16,30,1265,1080,2345,4,3,7,83,74,157,0,5,5,87,82,169,650,661,1311,24349,24615,48964,1170,1196,2366,26169,26472,52641,0,0,0,20,12,32,3,0,3,23,12,35,96,89,185,2339,2703,5042,184,131,315,2619,2923,5542,746,750,1496,26708,27330,54038,1357,1327,2684,28811,29407,58218,18,8,26,502,375,877,19,21,40,539,404,943
IARE107011,7827,15536,93,86,179,7888,8006,15894,29,42,71,2054,2313,4367,33,37,70,2116,2392,4508,29,21,50,2363,2874,5237,27,47,74,2419,2942,5361,0,6,6,651,916,1567,15,14,29,666,936,1602,258,296,554,29303,30041,59344,1355,1245,2600,30916,31582,62498,0,0,0,0,0,0,3,0,3,3,0,3,101,108,209,14809,15227,30036,1396,1219,2615,16306,16554,32860,359,404,763,44112,45268,89380,2754,2464,5218,47225,48136,95361,3,0,3,217,447,664,34,76,110,254,523,777
IARE107012,17188,30372,112,151,263,13357,17415,30772,14,16,30,3815,4695,8510,30,42,72,3859,4753,8612,9,14,23,1891,2391,4282,20,35,55,1920,2440,4360,0,4,4,337,537,874,10,13,23,347,554,901,268,272,540,99667,103603,203270,2327,2314,4641,102262,106189,208451,0,0,0,3,0,3,0,0,0,3,0,3,46,61,107,19071,22479,41550,930,1035,1965,20047,23575,43622,314,333,647,118741,126082,244823,3257,3349,6606,122312,129764,252076,0,34,34,1021,2760,3781,150,318,468,1171,3112,4283
IARE107013,7385,13697,53,53,106,6411,7477,13888,12,14,26,1830,2171,4001,27,37,64,1869,2222,4091,9,7,16,1592,2056,3648,22,32,54,1623,2095,3718,0,3,3,385,537,922,6,0,6,391,540,931,93,102,195,32320,33556,65876,1028,1028,2056,33441,34686,68127,0,0,0,0,0,0,0,0,0,0,0,0,68,71,139,18267,20572,38839,993,921,1914,19328,21564,40892,161,173,334,50587,54128,104715,2021,1949,3970,52769,56250,109019,39,7,46,1538,1472,3010,209,249,458,1786,1728,3514
IARE107014,10031,18920,86,102,188,9048,10203,19251,24,32,56,2422,3057,5479,29,40,69,2475,3129,5604,7,18,25,2538,3378,5916,37,45,82,2582,3441,6023,4,3,7,546,949,1495,8,15,23,558,967,1525,215,253,468,39070,40227,79297,1297,1197,2494,40582,41677,82259,0,0,0,0,0,0,0,0,0,0,0,0,103,101,204,21465,23672,45137,1104,1124,2228,22672,24897,47569,318,354,672,60535,63899,124434,2401,2321,4722,63254,66574,129828,5,3,8,360,862,1222,20,29,49,385,894,1279
IARE107015,11698,22781,117,104,221,11448,12042,23490,105,106,211,2974,3418,6392,28,43,71,3107,3567,6674,57,49,106,1969,2105,4074,24,30,54,2050,2184,4234,6,8,14,158,201,359,5,4,9,169,213,382,932,925,1857,32289,33260,65549,978,935,1913,34199,35120,69319,0,0,0,3,0,3,0,0,0,3,0,3,122,140,262,4138,4927,9065,190,221,411,4450,5288,9738,1054,1065,2119,36430,38187,74617,1168,1156,2324,38652,40408,79060,3,0,3,224,493,717,3,11,14,230,504,734
IARE107016,2385,4564,19,25,44,2243,2464,4707,14,30,44,562,594,1156,9,8,17,585,632,1217,11,9,20,586,704,1290,4,8,12,601,721,1322,0,3,3,84,132,216,3,0,3,87,135,222,81,85,166,8924,9860,18784,349,316,665,9354,10261,19615,0,0,0,0,3,3,0,0,0,0,3,3,129,171,300,12517,14476,26993,862,886,1748,13508,15533,29041,210,256,466,21441,24339,45780,1211,1202,2413,22862,25797,48659,14,5,19,495,419,914,61,42,103,570,466,1036
IARE107017,13827,28674,184,157,341,15275,14267,29542,125,152,277,4012,4214,8226,54,68,122,4191,4434,8625,78,75,153,4044,5016,9060,56,76,132,4178,5167,9345,9,9,18,1278,1889,3167,17,35,52,1304,1933,3237,999,1039,2038,63531,64608,128139,3361,3317,6678,67891,68964,136855,0,0,0,4,3,7,0,0,0,4,3,7,197,243,440,15362,16301,31663,1655,1592,3247,17214,18136,35350,1196,1282,2478,78897,80912,159809,5016,4909,9925,85109,87103,172212,6,7,13,692,611,1303,67,51,118,765,669,1434
IARE107018,40,86,0,0,0,46,40,86,0,0,0,5,7,12,0,0,0,5,7,12,0,0,0,0,6,6,0,3,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,113,234,0,8,8,121,121,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29,0,0,0,14,15,29,0,0,0,135,128,263,0,8,8,135,136,271,0,0,0,6,8,14,3,0,3,9,8,17
IARE107019,3396,7078,49,35,84,3853,3548,7401,41,66,107,918,826,1744,8,10,18,967,902,1869,26,41,67,1684,2030,3714,27,36,63,1737,2107,3844,8,3,11,477,744,1221,3,9,12,488,756,1244,223,244,467,12976,13516,26492,701,700,1401,13900,14460,28360,0,0,0,7,4,11,0,0,0,7,4,11,229,304,533,19112,20210,39322,1796,1470,3266,21137,21984,43121,452,548,1000,32095,33730,65825,2497,2170,4667,35044,36448,71492,25,13,38,969,580,1549,202,80,282,1196,673,1869
IARE107020,18971,35332,148,182,330,16613,19237,35850,32,36,68,3993,4626,8619,33,50,83,4058,4712,8770,18,19,37,2116,2453,4569,32,43,75,2166,2515,4681,4,4,8,332,396,728,12,5,17,348,405,753,321,276,597,74475,76032,150507,2179,2146,4325,76975,78454,155429,0,0,0,3,0,3,3,0,3,6,0,6,140,151,291,30832,34073,64905,2201,2008,4209,33173,36232,69405,461,427,888,105310,110105,215415,4383,4154,8537,110154,114686,224840,8,18,26,856,1788,2644,62,59,121,926,1865,2791
IARE107021,11199,21902,123,113,236,10969,11437,22406,61,74,135,3035,3292,6327,39,40,79,3135,3406,6541,52,44,96,2805,3450,6255,47,49,96,2904,3543,6447,6,3,9,1140,1437,2577,23,23,46,1169,1463,2632,389,394,783,43490,44304,87794,2189,1996,4185,46068,46694,92762,0,0,0,11,5,16,0,0,0,11,5,16,245,225,470,30489,30520,61009,2448,2069,4517,33182,32814,65996,634,619,1253,73990,74829,148819,4637,4065,8702,79261,79513,158774,78,16,94,1736,1657,3393,174,156,330,1988,1829,3817
IARE107022,21827,43938,187,167,354,22867,22563,45430,224,250,474,5751,5714,11465,53,85,138,6028,6049,12077,133,147,280,3364,3609,6973,56,62,118,3553,3818,7371,12,7,19,292,424,716,11,12,23,315,443,758,2060,2168,4228,68203,69633,137836,2611,2456,5067,72874,74257,147131,0,0,0,16,6,22,0,0,0,16,6,22,377,427,804,10102,11460,21562,740,729,1469,11219,12616,23835,2437,2595,5032,78321,81099,159420,3351,3185,6536,84109,86879,170988,114,89,203,855,961,1816,84,83,167,1053,1133,2186
IARE107023,6983,13170,70,81,151,6390,7251,13641,55,89,144,1644,1888,3532,18,33,51,1717,2010,3727,47,59,106,1615,2147,3762,25,35,60,1687,2241,3928,5,7,12,282,449,731,5,8,13,292,464,756,322,352,674,20288,21079,41367,964,979,1943,21574,22410,43984,0,0,0,0,0,0,3,0,3,3,0,3,368,476,844,32344,35310,67654,3188,2930,6118,35900,38716,74616,690,828,1518,52632,56389,109021,4155,3909,8064,57477,61126,118603,217,30,247,2923,1943,4866,247,173,420,3387,2146,5533
IARE107024,6766,13120,66,79,145,6478,6912,13390,19,15,34,1675,1935,3610,17,26,43,1711,1976,3687,6,10,16,2378,3261,5639,33,39,72,2417,3310,5727,0,0,0,588,902,1490,10,13,23,598,915,1513,173,157,330,24269,24932,49201,1196,1132,2328,25638,26221,51859,0,0,0,0,3,3,0,0,0,0,3,3,105,104,209,18786,19430,38216,1689,1458,3147,20580,20992,41572,278,261,539,43055,44365,87420,2885,2590,5475,46218,47216,93434,3,0,3,498,786,1284,20,39,59,521,825,1346
IARE107025,23569,45476,171,186,357,22275,23942,46217,61,59,120,4646,5844,10490,25,71,96,4732,5974,10706,36,31,67,2271,2807,5078,32,61,93,2339,2899,5238,5,3,8,231,294,525,10,9,19,246,306,552,595,563,1158,73037,74575,147612,1819,1752,3571,75451,76890,152341,0,0,0,4,4,8,0,0,0,4,4,8,257,229,486,21449,24591,46040,1439,1309,2748,23145,26129,49274,852,792,1644,94490,99170,193660,3258,3061,6319,98600,103023,201623,19,5,24,464,1211,1675,26,30,56,509,1246,1755
IARE107026,5107,11061,66,73,139,6231,5396,11627,87,100,187,1395,1205,2600,19,17,36,1501,1322,2823,85,83,168,1391,1475,2866,39,28,67,1515,1586,3101,11,10,21,483,644,1127,17,9,26,511,663,1174,53,59,112,3611,3576,7187,319,282,601,3983,3917,7900,0,0,0,0,0,0,4,0,4,4,0,4,857,876,1733,65990,60028,126018,10372,8199,18571,77219,69103,146322,910,935,1845,69601,63604,133205,10695,8481,19176,81206,73020,154226,68,63,131,3118,2461,5579,913,562,1475,4099,3086,7185
IARE107027,10517,19587,102,96,198,9241,10693,19934,23,27,50,2476,2916,5392,28,32,60,2527,2975,5502,12,20,32,3323,4470,7793,45,66,111,3380,4556,7936,0,0,0,846,1321,2167,15,23,38,861,1344,2205,148,183,331,42354,44439,86793,1857,1747,3604,44359,46369,90728,0,0,0,0,0,0,0,0,0,0,0,0,156,158,314,37624,39868,77492,3633,3024,6657,41413,43050,84463,304,341,645,79978,84307,164285,5490,4771,10261,85772,89419,175191,28,16,44,1491,1844,3335,205,226,431,1724,2086,3810
IARE107028,8348,14164,50,62,112,5897,8441,14338,10,8,18,1588,1963,3551,6,30,36,1604,2001,3605,0,4,4,1017,1401,2418,12,21,33,1029,1426,2455,0,0,0,225,342,567,8,4,12,233,346,579,50,67,117,36870,38808,75678,1219,1316,2535,38139,40191,78330,0,0,0,0,0,0,0,0,0,0,0,0,111,103,214,42848,49226,92074,3796,3725,7521,46755,53054,99809,161,170,331,79718,88034,167752,5015,5041,10056,84894,93245,178139,13,3,16,1000,1209,2209,130,95,225,1143,1307,2450
IARE107029,5515,11622,47,35,82,6282,5669,11951,32,33,65,1464,1401,2865,14,18,32,1510,1452,2962,18,14,32,842,721,1563,14,9,23,874,744,1618,3,3,6,48,42,90,0,3,3,51,48,99,460,489,949,18051,17973,36024,684,667,1351,19195,19129,38324,0,0,0,18,23,41,0,0,0,18,23,41,15,11,26,531,694,1225,32,36,68,578,741,1319,475,500,975,18600,18690,37290,716,703,1419,19791,19893,39684,0,3,3,70,116,186,10,21,31,80,140,220
IARE107030,21475,42772,206,189,395,21947,22124,44071,200,226,426,6043,6828,12871,67,104,171,6310,7158,13468,123,116,239,4861,5719,10580,81,117,198,5065,5952,11017,6,5,11,519,786,1305,11,19,30,536,810,1346,1461,1509,2970,66637,67849,134486,2104,2187,4291,70202,71545,141747,0,0,0,5,0,5,0,0,0,5,0,5,471,507,978,17457,18454,35911,1396,1119,2515,19324,20080,39404,1932,2016,3948,84099,86303,170402,3500,3306,6806,89531,91625,181156,26,23,49,1228,1695,2923,149,113,262,1403,1831,3234
IARE107031,4380,7920,46,60,106,3606,4456,8062,13,0,13,983,1059,2042,20,22,42,1016,1081,2097,3,7,10,655,891,1546,14,13,27,672,911,1583,0,4,4,99,124,223,8,4,12,107,132,239,30,26,56,14012,14614,28626,1060,1048,2108,15102,15688,30790,0,0,0,0,0,0,0,0,0,0,0,0,116,109,225,32177,36129,68306,4761,4401,9162,37054,40639,77693,146,135,281,46189,50743,96932,5821,5449,11270,52156,56327,108483,20,24,44,795,881,1676,111,97,208,926,1002,1928
IARE194994,952,2300,21,13,34,1455,1051,2506,61,39,100,435,320,755,11,4,15,507,363,870,51,17,68,333,164,497,7,5,12,391,186,577,6,3,9,55,27,82,6,3,9,67,33,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE197997,12,19,0,0,0,7,12,19,0,0,0,7,11,18,0,0,0,7,11,18,0,0,0,6,8,14,0,0,0,6,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE201001,8627,18178,148,139,287,9744,8820,18564,25,25,50,4114,4098,8212,69,68,137,4208,4191,8399,21,25,46,6958,8870,15828,138,179,317,7117,9074,16191,7,0,7,1662,2521,4183,47,64,111,1716,2585,4301,283,298,581,74191,74407,148598,4799,4508,9307,79273,79213,158486,0,0,0,5,3,8,0,0,0,5,3,8,44,38,82,8150,8379,16529,942,832,1774,9136,9249,18385,327,336,663,82346,82789,165135,5741,5340,11081,88414,88465,176879,3,0,3,396,675,1071,49,68,117,448,743,1191
IARE201002,5442,12047,48,60,108,6693,5534,12227,25,13,38,2830,2285,5115,31,16,47,2886,2314,5200,10,15,25,1586,1612,3198,30,33,63,1626,1660,3286,0,3,3,102,90,192,3,0,3,105,93,198,178,213,391,31949,32483,64432,1251,1196,2447,33378,33892,67270,0,0,0,5,3,8,0,0,0,5,3,8,12,10,22,1527,1807,3334,104,133,237,1643,1950,3593,190,223,413,33481,34293,67774,1355,1329,2684,35026,35845,70871,0,0,0,160,318,478,4,8,12,164,326,490
IARE201003,6173,13341,74,46,120,7296,6268,13564,29,16,45,2924,2482,5406,36,36,72,2989,2534,5523,28,16,44,2372,2630,5002,40,45,85,2440,2691,5131,0,0,0,469,647,1116,8,15,23,477,662,1139,300,268,568,43258,44007,87265,1693,1634,3327,45251,45909,91160,0,0,0,3,0,3,0,0,0,3,0,3,21,36,57,4735,5246,9981,294,288,582,5050,5570,10620,321,304,625,47996,49253,97249,1987,1922,3909,50304,51479,101783,3,0,3,196,232,428,18,12,30,217,244,461
IARE201004,15850,33980,193,148,341,18430,16108,34538,67,56,123,7312,6622,13934,84,71,155,7463,6749,14212,47,22,69,5133,6239,11372,72,105,177,5252,6366,11618,0,3,3,901,1321,2222,28,30,58,929,1354,2283,634,654,1288,109181,109741,218922,4216,3842,8058,114031,114237,228268,0,0,0,13,3,16,0,0,0,13,3,16,22,41,63,6709,7751,14460,387,423,810,7118,8215,15333,656,695,1351,115903,117495,233398,4603,4265,8868,121162,122455,243617,0,5,5,575,1178,1753,46,50,96,621,1233,1854
IARE201005,17512,35956,189,186,375,18743,17825,36568,52,52,104,7273,7223,14496,95,102,197,7420,7377,14797,26,27,53,5626,7443,13069,81,124,205,5733,7594,13327,7,3,10,675,933,1608,25,23,48,707,959,1666,538,559,1097,97438,100145,197583,4082,3767,7849,102058,104471,206529,0,0,0,7,9,16,0,0,0,7,9,16,109,120,229,21249,24623,45872,1496,1379,2875,22854,26122,48976,647,679,1326,118694,124777,243471,5578,5146,10724,124919,130602,255521,5,5,10,1101,1884,2985,94,104,198,1200,1993,3193
IARE201006,6658,13876,129,111,240,7384,6805,14189,13,26,39,3193,3235,6428,52,55,107,3258,3316,6574,19,19,38,4773,6539,11312,120,140,260,4912,6698,11610,0,0,0,1791,2556,4347,42,68,110,1833,2624,4457,166,177,343,46525,45699,92224,2508,2326,4834,49199,48202,97401,0,0,0,3,3,6,0,0,0,3,3,6,57,55,112,15337,15252,30589,1134,901,2035,16528,16208,32736,223,232,455,61865,60954,122819,3642,3227,6869,65730,64413,130143,6,0,6,800,970,1770,104,88,192,910,1058,1968
IARE201007,9738,20219,102,89,191,10630,9862,20492,24,19,43,4097,3975,8072,38,37,75,4159,4031,8190,12,14,26,2606,3399,6005,31,67,98,2649,3480,6129,3,0,3,305,440,745,6,9,15,314,449,763,254,231,485,62767,64150,126917,1652,1402,3054,64673,65783,130456,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44,5232,6410,11642,228,246,474,5483,6677,12160,277,252,529,67999,70560,138559,1880,1648,3528,70156,72460,142616,0,0,0,506,1015,1521,17,17,34,523,1032,1555
IARE201008,6879,14356,93,72,165,7619,6982,14601,25,20,45,3129,3357,6486,44,51,95,3198,3428,6626,15,12,27,4791,6612,11403,73,121,194,4879,6745,11624,11,0,11,991,1622,2613,23,35,58,1025,1657,2682,198,194,392,56560,58215,114775,2719,2476,5195,59477,60885,120362,0,0,0,0,0,0,0,0,0,0,0,0,105,101,206,22049,23429,45478,2504,2012,4516,24658,25542,50200,303,295,598,78609,81644,160253,5223,4488,9711,84135,86427,170562,4,3,7,980,1039,2019,118,107,225,1102,1149,2251
IARE201009,6661,13487,79,80,159,6937,6779,13716,9,20,29,2658,2617,5275,27,29,56,2694,2666,5360,16,5,21,1777,2322,4099,32,40,72,1825,2367,4192,7,5,12,222,259,481,7,8,15,236,272,508,146,160,306,39410,40519,79929,975,1007,1982,40531,41686,82217,0,0,0,0,0,0,0,0,0,0,0,0,39,40,79,6758,8309,15067,273,269,542,7070,8618,15688,185,200,385,46168,48828,94996,1248,1276,2524,47601,50304,97905,4,4,8,510,974,1484,49,125,174,563,1103,1666
IARE201010,15900,29725,134,193,327,14010,16135,30145,26,11,37,5633,6267,11900,77,100,177,5736,6378,12114,14,17,31,5649,8189,13838,94,135,229,5757,8341,14098,7,0,7,865,1138,2003,23,18,41,895,1156,2051,180,187,367,138990,145559,284549,4665,4618,9283,143835,150364,294199,0,0,0,3,3,6,3,0,3,6,3,9,172,170,342,66582,76184,142766,4990,4657,9647,71744,81011,152755,352,357,709,205575,221746,427321,9658,9275,18933,215585,231378,446963,19,21,40,2626,4665,7291,208,305,513,2853,4991,7844
IARE201011,14725,29332,154,141,295,14829,14948,29777,34,23,57,6087,6209,12296,69,75,144,6190,6307,12497,21,23,44,5748,7895,13643,81,133,214,5850,8051,13901,5,0,5,733,1030,1763,23,27,50,761,1057,1818,367,392,759,116043,119916,235959,3226,3034,6260,119636,123342,242978,0,0,0,3,3,6,0,0,0,3,3,6,53,75,128,14105,17038,31143,692,761,1453,14850,17874,32724,420,467,887,130151,136957,267108,3918,3795,7713,134489,141219,275708,6,7,13,1136,2116,3252,126,197,323,1268,2320,3588
IARE201012,5792,12008,73,63,136,6340,5912,12252,33,20,53,2265,2110,4375,37,39,76,2335,2169,4504,24,16,40,2876,3796,6672,51,66,117,2951,3878,6829,10,4,14,699,1272,1971,19,31,50,728,1307,2035,49,41,90,18069,18701,36770,877,828,1705,18995,19570,38565,0,0,0,7,4,11,0,0,0,7,4,11,321,293,614,87155,92185,179340,9812,8391,18203,97288,100869,198157,370,334,704,105231,110890,216121,10689,9219,19908,116290,120443,236733,72,24,96,4345,3363,7708,991,696,1687,5408,4083,9491
IARE201013,6382,13707,65,75,140,7448,6509,13957,25,26,51,3062,2685,5747,33,21,54,3120,2732,5852,23,21,44,2112,2476,4588,36,40,76,2171,2537,4708,3,0,3,358,439,797,9,7,16,370,446,816,313,327,640,45958,46608,92566,2156,2039,4195,48427,48974,97401,0,0,0,3,4,7,0,0,0,3,4,7,25,32,57,3285,3800,7085,250,282,532,3560,4114,7674,338,359,697,49246,50412,99658,2406,2321,4727,51990,53092,105082,49,18,67,743,534,1277,15,41,56,807,593,1400
IARE201014,7245,14044,69,86,155,6889,7351,14240,10,14,24,2953,3187,6140,40,30,70,3003,3231,6234,4,6,10,3608,4956,8564,64,87,151,3676,5049,8725,4,3,7,628,978,1606,8,13,21,640,994,1634,136,135,271,62388,63407,125795,2175,1859,4034,64699,65401,130100,0,0,0,3,0,3,3,0,3,6,0,6,25,31,56,13816,14839,28655,841,709,1550,14682,15579,30261,161,166,327,76207,78246,154453,3019,2568,5587,79387,80980,160367,7,4,11,1235,1860,3095,82,111,193,1324,1975,3299
IARE201015,8553,18142,139,107,246,9805,8733,18538,44,49,93,4591,4424,9015,79,83,162,4714,4556,9270,45,30,75,7977,10428,18405,136,201,337,8158,10659,18817,7,8,15,1709,2659,4368,38,50,88,1754,2717,4471,389,364,753,70523,72865,143388,4199,3903,8102,75111,77132,152243,0,0,0,3,3,6,0,0,0,3,3,6,120,148,268,21573,23029,44602,1984,1758,3742,23677,24935,48612,509,512,1021,92099,95897,187996,6183,5661,11844,98791,102070,200861,13,9,22,868,1190,2058,131,157,288,1012,1356,2368
IARE201016,10815,22392,98,100,198,11759,10987,22746,48,40,88,4682,4607,9289,37,57,94,4767,4704,9471,22,27,49,3057,3606,6663,49,61,110,3128,3694,6822,3,0,3,183,199,382,3,8,11,189,207,396,415,404,819,55663,58108,113771,2515,2493,5008,58593,61005,119598,0,0,0,5,8,13,0,0,0,5,8,13,28,48,76,5252,7163,12415,275,369,644,5555,7580,13135,443,452,895,60920,65279,126199,2790,2862,5652,64153,68593,132746,14,8,22,1081,1131,2212,125,278,403,1220,1417,2637
IARE201017,12721,26999,197,136,333,14649,13033,27682,85,81,166,6378,6011,12389,82,86,168,6545,6178,12723,66,77,143,10075,12888,22963,148,219,367,10289,13184,23473,10,9,19,1959,2995,4954,48,62,110,2017,3066,5083,812,891,1703,108278,111372,219650,5020,4565,9585,114110,116828,230938,0,0,0,8,4,12,0,0,0,8,4,12,202,231,433,21042,22900,43942,1791,1469,3260,23035,24600,47635,1014,1122,2136,129328,134276,263604,6811,6034,12845,137153,141432,278585,13,13,26,1408,2191,3599,308,297,605,1729,2501,4230
IARE201018,6990,13130,64,55,119,6221,7059,13280,4,11,15,2565,2916,5481,28,38,66,2597,2965,5562,7,17,24,2591,3865,6456,40,65,105,2638,3947,6585,4,4,8,460,749,1209,7,6,13,471,759,1230,115,137,252,55032,57735,112767,1573,1379,2952,56720,59251,115971,0,0,0,0,3,3,0,0,0,0,3,3,26,16,42,11543,14166,25709,783,778,1561,12352,14960,27312,141,153,294,66575,71904,138479,2356,2157,4513,69072,74214,143286,4,3,7,762,1296,2058,144,238,382,910,1537,2447
IARE201019,13210,28192,183,132,315,15295,13467,28762,58,48,106,5971,5841,11812,66,81,147,6095,5970,12065,31,34,65,5382,6660,12042,99,126,225,5512,6820,12332,3,3,6,834,1234,2068,20,21,41,857,1258,2115,627,632,1259,98113,99634,197747,4857,4597,9454,103597,104863,208460,0,0,0,7,3,10,3,0,3,10,3,13,79,87,166,12176,12924,25100,889,763,1652,13144,13774,26918,706,719,1425,110296,112561,222857,5749,5360,11109,116751,118640,235391,55,3,58,1247,889,2136,43,61,104,1345,953,2298
IARE201020,10175,22062,111,85,196,12101,10346,22447,35,47,82,5061,4160,9221,54,50,104,5150,4257,9407,39,25,64,2859,2814,5673,31,51,82,2929,2890,5819,0,3,3,214,191,405,10,3,13,224,197,421,405,462,867,61666,62925,124591,2186,1895,4081,64257,65282,129539,3,0,3,17,20,37,3,0,3,23,20,43,17,25,42,3104,3742,6846,222,200,422,3343,3967,7310,425,487,912,64787,66687,131474,2411,2095,4506,67623,69269,136892,0,3,3,380,613,993,37,91,128,417,707,1124
